,エンタメ,スポーツ,おもしろ,国内,海外,コラム,IT・科学,グルメ
Controller,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
個人サイト,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
ハングルの日,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.914134885946176,-8.935640333747571,-8.626944055375356,-8.55756708555451
5月,-6.637749391543299,-7.715346593932951,-7.271008538280992,-6.336825731146441,-6.731813329152222,-7.837028045079461,-8.626944055375356,-7.864419904994565
コールドチェーン,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
要職,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
需要,-8.717190933223135,-7.715346593932951,-8.369620826949102,-5.884840607403383,-8.523572798380277,-7.837028045079461,-7.528331766707247,-7.864419904994565
いね,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
ニュー,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
タイムスリップ,-7.330896572103244,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
害虫,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
乗り切れる,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
Now,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
村井吉兵衛,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
マー,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.458954796886401
秋晴れ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.184123591533645,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
来客,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
ブロンザー,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
素因,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
FTP,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
SilverStone,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
主題,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
打ち上げ花火,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.54934597262768,-8.626944055375356,-8.55756708555451
a/b/g,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
小浦,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ayachille,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
柳馬場,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
このほど,-7.618578644555025,-7.715346593932951,-7.676473646389156,-8.282735880201754,-6.038666148592276,-8.242493153187626,-8.626944055375356,-8.55756708555451
ぬれる,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
仲見世,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
韓流ドラマ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
多孔,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
鰹,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
担う,-8.717190933223135,-8.408493774492896,-8.369620826949102,-6.673297967767653,-7.830425617820331,-8.242493153187626,-7.933796874815411,-8.55756708555451
京都大,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
当時,-6.1522415757615985,-6.799055862058796,-6.983326465829211,-6.336825731146441,-6.326348221044057,-7.54934597262768,-7.240649694255466,-6.254981992560465
産業機械,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
FLiP,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-6.5475025136955205,-8.55756708555451
メンタル,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.54934597262768,-8.626944055375356,-7.864419904994565
FES,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.240649694255466,-8.55756708555451
併呑,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
多摩川,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
環球時報,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
磁土,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
SEED,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
MONSTER,-7.330896572103244,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.54934597262768,-8.626944055375356,-8.55756708555451
フランスメディア,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
スバ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.1372784372603855,-8.935640333747571,-8.626944055375356,-8.55756708555451
フー,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
たんぱく質,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-7.864419904994565
緊急,-8.717190933223135,-7.3098814858247865,-8.369620826949102,-7.184123591533645,-8.523572798380277,-8.935640333747571,-7.933796874815411,-7.864419904994565
木,-6.519966355886916,-7.3098814858247865,-6.983326465829211,-7.184123591533645,-8.523572798380277,-6.16305161150779,-7.933796874815411,-7.17127272443462
次女,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
書記長,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
衝突,-8.717190933223135,-8.408493774492896,-7.676473646389156,-7.589588699641809,-6.731813329152222,-8.935640333747571,-8.626944055375356,-8.55756708555451
異常,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.1372784372603855,-7.837028045079461,-7.528331766707247,-8.55756708555451
有機EL,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-5.854355333135575,-8.55756708555451
Assist,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
敗退,-8.717190933223135,-6.462583625437583,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
男役,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
下す,-8.717190933223135,-6.462583625437583,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
需要と供給,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
和む,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
尊い,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
一新,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
ウェイン・ルーニー,-8.717190933223135,-7.3098814858247865,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
扇動,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
行き過ぎる,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
急病,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
うっかり,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
在庫,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.240649694255466,-8.55756708555451
引き渡す,-8.717190933223135,-8.408493774492896,-7.676473646389156,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
漁具,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
バイきんぐ,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
沸かす,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.242493153187626,-7.933796874815411,-8.55756708555451
かじりつく,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
試用,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
行動,-7.618578644555025,-7.715346593932951,-6.067035733955056,-7.589588699641809,-7.1372784372603855,-5.844597880389255,-7.240649694255466,-7.864419904994565
餡掛け,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.458954796886401
nolla,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
しとやか,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
葡萄園,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.458954796886401
反省,-8.02404375266319,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-6.633055240753525,-8.626944055375356,-7.864419904994565
泥棒,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
モー娘,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
野党共闘,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
おむすび,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
良雄,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
ビーフステーキ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
露,-8.717190933223135,-7.022199413373006,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
メカニクス,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.528331766707247,-8.55756708555451
充てる,-8.02404375266319,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
耐熱,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.458954796886401
同行,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
灯り,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
バイエルン・ミュンヘン,-8.717190933223135,-7.3098814858247865,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
赤提灯,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
年会費,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
技術開発,-8.717190933223135,-8.408493774492896,-8.369620826949102,-6.673297967767653,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
人士,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
金具,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
取り出せる,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
チビ,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
受け取る,-8.02404375266319,-8.408493774492896,-8.369620826949102,-7.184123591533645,-6.731813329152222,-8.242493153187626,-7.017506142941256,-7.458954796886401
直列,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
赤ちゃん,-8.717190933223135,-8.408493774492896,-5.479249069052937,-8.282735880201754,-6.038666148592276,-7.837028045079461,-8.626944055375356,-8.55756708555451
京都市左京区岡崎東天王町,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
スケールアウトプラットフォーム,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
金子,-8.717190933223135,-7.715346593932951,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
長,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
作新学院,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ガジェット通信,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
プレゼンス,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
性欲,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-6.856198792067735,-8.626944055375356,-8.55756708555451
荷足,-8.02404375266319,-7.3098814858247865,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.242493153187626,-8.626944055375356,-7.864419904994565
暉,-8.717190933223135,-7.3098814858247865,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
スティーヴン・キング,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
工藤,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
リップ,-8.717190933223135,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.326202421313471,-8.626944055375356,-8.55756708555451
囃子,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-6.94812917312041
デポルティーボ,-8.717190933223135,-6.799055862058796,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
キュン死,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
途中,-8.02404375266319,-6.799055862058796,-7.271008538280992,-7.589588699641809,-7.1372784372603855,-7.54934597262768,-7.528331766707247,-7.17127272443462
花,-6.771280784167821,-7.715346593932951,-6.983326465829211,-8.282735880201754,-8.523572798380277,-5.891117896024148,-8.626944055375356,-7.458954796886401
ゴーダチーズ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.458954796886401
永久,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
老ける,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
農,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.240649694255466,-8.55756708555451
ボギー,-8.717190933223135,-6.211269197156677,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
毘沙門天,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
オブジェクト,-8.02404375266319,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
持ち上げる,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
町,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.1372784372603855,-7.837028045079461,-8.626944055375356,-8.55756708555451
揚げる,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-6.4781255438746745
プリアンプ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
砲手,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ステーキハウス,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.458954796886401
未就学児,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
コラボレーション,-7.618578644555025,-8.408493774492896,-7.676473646389156,-7.589588699641809,-8.523572798380277,-8.935640333747571,-7.528331766707247,-7.864419904994565
高倉健,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
歩む,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
XO,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
作者,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
小物,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-7.54934597262768,-8.626944055375356,-8.55756708555451
駆動,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-6.324358962381311,-8.55756708555451
ムード,-8.02404375266319,-7.715346593932951,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.837028045079461,-8.626944055375356,-8.55756708555451
脅かす,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.424960509712167,-8.935640333747571,-7.933796874815411,-8.55756708555451
火,-6.925431463995079,-8.408493774492896,-7.676473646389156,-8.282735880201754,-6.44413125670044,-7.837028045079461,-7.933796874815411,-5.561834812000519
DFT,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
臨床試験,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.143880864519516,-8.626944055375356,-8.55756708555451
プ女子,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
福島和可菜,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
該当,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-7.837028045079461,-7.933796874815411,-8.55756708555451
抑止,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
チームワーブラー,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-7.933796874815411,-8.55756708555451
カヅラカタ,-8.717190933223135,-8.408493774492896,-6.983326465829211,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
古参,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
片付け,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
黄,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-6.914134885946176,-8.242493153187626,-8.626944055375356,-7.864419904994565
DL,-8.717190933223135,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ハッカク,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
出場停止,-8.717190933223135,-7.022199413373006,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
吉田岳,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
人形浄瑠璃文楽,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
エスカレーター,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.830425617820331,-8.935640333747571,-8.626944055375356,-8.55756708555451
拡充,-8.717190933223135,-8.408493774492896,-8.369620826949102,-6.896441519081864,-7.830425617820331,-8.935640333747571,-7.240649694255466,-8.55756708555451
批判,-7.330896572103244,-7.3098814858247865,-8.369620826949102,-7.184123591533645,-5.527840524826286,-8.242493153187626,-8.626944055375356,-7.864419904994565
キツ,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
画面,-7.618578644555025,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-7.837028045079461,-5.368847517353874,-8.55756708555451
channels,-8.02404375266319,-8.408493774492896,-8.369620826949102,-7.589588699641809,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
ヒール,-7.618578644555025,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-7.54934597262768,-8.626944055375356,-8.55756708555451
一言,-8.02404375266319,-7.715346593932951,-8.369620826949102,-7.184123591533645,-7.830425617820331,-7.837028045079461,-8.626944055375356,-8.55756708555451
高気圧,-8.717190933223135,-8.408493774492896,-8.369620826949102,-6.490976410973699,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
怒り狂う,-8.717190933223135,-8.408493774492896,-7.676473646389156,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
しみ込む,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-7.864419904994565
益,-6.925431463995079,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
宿,-8.717190933223135,-8.408493774492896,-7.271008538280992,-8.282735880201754,-8.523572798380277,-6.989730184692258,-8.626944055375356,-6.360342508218292
repeater,-8.717190933223135,-8.408493774492896,-8.369620826949102,-8.282735880201754,-7.424960509712167,-8.935640333747571,-8.626944055375356,-8.55756708555451
安全ピン,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.242493153187626,-8.626944055375356,-8.55756708555451
Smoke,-8.02404375266319,-8.408493774492896,-8.369620826949102,-8.282735880201754,-8.523572798380277,-8.935640333747571,-8.626944055375356,-8.55756708555451
小さい,-7.107753020789034,-7.715346593932951,-6.290179285269266,-8.282735880201754,-7.830425617820331,-5.93990806019358,-7.017506142941256,-7.17127272443462
